8id,commentaries
6018,White resigns
23712,White resigns
11253,White resigns
3195,White resigns
38219,White resigns
25597,White resigns
22061,White resigns
2347,White resigns
63154,White resigns
15396,White resigns
62665,White resigns
37891,White resigns
77258,White resigns
30932,White resigns
26520,White resigns
66905,White resigns
69693,White resigns
16494,White resigns
48291,White resigns
70983,White resigns
22108,White resigns
25241,White resigns
78916,White resigns
53438,White resigns
24930,White resigns
61250,White resigns
30597,White resigns
30737,White resigns
32233,White resigns
62591,White resigns
50042,White resigns
38615,White resigns
26064,White resigns
29952,White resigns
39434,White resigns
352,White resigns
75329,White resigns
4762,White resigns
30106,White resigns
80885,White resigns
51667,White resigns
18769,White resigns
16032,White resigns
28979,White resigns
3490,White resigns
45684,White resigns
33385,White resigns
67380,White resigns
5342,White resigns
49928,White resigns
70465,White resigns
45740,White resigns
78557,White resigns
40810,White resigns
34668,White resigns
34252,White resigns
20976,White resigns
5444,White resigns
77321,White resigns
70258,White resigns
74560,White resigns
60273,White resigns
27479,White resigns
4715,White resigns
72374,White resigns
20931,White resigns
5895,White resigns
65555,White resigns
25003,White resigns
58270,White resigns
75934,White resigns
49161,White resigns
29948,White resigns
67644,White resigns
65328,White resigns
57298,White resigns
24131,White resigns
13664,White resigns
17941,White resigns
16624,White resigns
79213,White resigns
35261,White resigns
69667,White resigns
62950,White resigns
60730,White resigns
29160,White resigns
44527,White resigns
47255,White resigns
61412,White resigns
64575,White resigns
5293,White resigns
71261,White resigns
23909,White resigns
78168,White resigns
78711,White resigns
29757,White resigns
12818,White resigns
2955,White resigns
4933,White resigns
49227,White resigns
55195,White resigns
67195,White resigns
15172,White resigns
57219,White resigns
75625,White resigns
12695,White resigns
70855,White resigns
13979,White resigns
40389,White resigns
11888,White resigns
18241,White resigns
50708,White resigns
1336,White resigns
16093,White resigns
42072,White resigns
28038,White resigns
7215,White resigns
13596,White resigns
43527,White resigns
28837,White resigns
13747,White resigns
56558,White resigns
7717,White resigns
36803,White resigns
44099,White resigns
43847,White resigns
66406,White resigns
17488,White resigns
80707,White resigns
30687,White resigns
34063,White resigns
27706,White resigns
33392,White resigns
63118,White resigns
23662,White resigns
37330,White resigns
56397,White resigns
37371,White resigns
64426,White resigns
11280,White resigns
10202,White resigns
77002,White resigns
12826,White resigns
35338,White resigns
74000,White resigns
15857,White resigns
50323,White resigns
23370,White resigns
7889,White resigns
64424,White resigns
10352,White resigns
24207,White resigns
51931,White resigns
19558,White resigns
65432,White resigns
6237,White resigns
27149,White resigns
50575,White resigns
34480,White resigns
18664,White resigns
43956,White resigns
14045,White resigns
55377,White resigns
75947,White resigns
77575,White resigns
5639,White resigns
68425,White resigns
22972,White resigns
16231,White resigns
55702,White resigns
21087,White resigns
13866,White resigns
30570,White resigns
19649,White resigns
53996,White resigns
29439,White resigns
69925,White resigns
3420,White resigns
15050,White resigns
12962,White resigns
20803,White resigns
32226,White resigns
51952,White resigns
72676,White resigns
76062,White resigns
3524,White resigns
2228,White resigns
56622,White resigns
41227,White resigns
12281,White resigns
12191,White resigns
33615,White resigns
38402,White resigns
63271,White resigns
27732,White resigns
72662,White resigns
1793,White resigns
26899,White resigns
60364,White resigns
42094,White resigns
53704,White resigns
48892,White resigns
2615,White resigns
59109,White resigns
42703,White resigns
77523,White resigns
63139,White resigns
34088,White resigns
76921,White resigns
9705,White resigns
29532,White resigns
4575,White resigns
63760,White resigns
39017,White resigns
2263,White resigns
30686,White resigns
73134,White resigns
70013,White resigns
21567,White resigns
76435,White resigns
41869,White resigns
53285,White resigns
33339,White resigns
60073,White resigns
52708,White resigns
65946,White resigns
47885,White resigns
59833,White resigns
69294,White resigns
80014,White resigns
31688,White resigns
8201,White resigns
58660,White resigns
60937,White resigns
636,White resigns
34976,White resigns
73058,White resigns
23923,White resigns
37277,White resigns
48989,White resigns
15824,White resigns
58908,White resigns
10190,White resigns
71316,White resigns
46489,White resigns
67533,White resigns
71899,White resigns
19286,White resigns
43147,White resigns
75558,White resigns
57617,White resigns
24096,White resigns
19056,White resigns
29309,White resigns
20670,White resigns
58744,White resigns
46474,White resigns
59692,White resigns
6065,White resigns
35239,White resigns
72332,White resigns
441,White resigns
29818,White resigns
17728,White resigns
24069,White resigns
23233,White resigns
30845,White resigns
16795,White resigns
2079,White resigns
46769,White resigns
60720,White resigns
55884,White resigns
59537,White resigns
69476,White resigns
44053,White resigns
57927,White resigns
79490,White resigns
17584,White resigns
2383,White resigns
583,White resigns
51551,White resigns
30633,White resigns
39253,White resigns
68560,White resigns
34078,White resigns
29866,White resigns
75901,White resigns
51739,White resigns
38736,White resigns
15495,White resigns
34783,White resigns
23208,White resigns
41871,White resigns
50861,White resigns
6026,White resigns
69798,White resigns
8328,White resigns
3170,White resigns
53803,White resigns
30692,White resigns
51756,White resigns
79986,White resigns
54243,White resigns
8991,White resigns
45596,White resigns
27010,White resigns
61483,White resigns
61595,White resigns
76598,White resigns
47640,White resigns
12134,White resigns
66629,White resigns
63171,White resigns
68204,White resigns
3447,White resigns
80392,White resigns
17740,White resigns
68905,White resigns
54304,White resigns
38880,White resigns
39932,White resigns
13022,White resigns
39104,White resigns
71281,White resigns
32467,White resigns
29709,White resigns
72446,White resigns
17874,White resigns
56030,White resigns
11501,White resigns
19206,White resigns
72133,White resigns
80155,White resigns
74154,White resigns
75422,White resigns
5983,White resigns
67865,White resigns
41084,White resigns
48242,White resigns
55318,White resigns
65929,White resigns
31004,White resigns
66884,White resigns
12359,White resigns
18342,White resigns
10136,White resigns
65870,White resigns
63958,White resigns
20387,White resigns
14897,White resigns
73482,White resigns
8147,White resigns
68619,White resigns
54912,White resigns
25912,White resigns
5503,White resigns
25299,White resigns
23037,White resigns
45443,White resigns
23479,White resigns
465,White resigns
80733,White resigns
50700,White resigns
47116,White resigns
23070,White resigns
53336,White resigns
72199,White resigns
35086,White resigns
22245,White resigns
24484,White resigns
15827,White resigns
49977,White resigns
47452,White resigns
6075,White resigns
27021,White resigns
71592,White resigns
23171,White resigns
14701,White resigns
42521,White resigns
63390,White resigns
5592,White resigns
12133,White resigns
45030,White resigns
16344,White resigns
27343,White resigns
18140,White resigns
25762,White resigns
7935,White resigns
21611,White resigns
58917,White resigns
56973,White resigns
7960,White resigns
49143,White resigns
19502,White resigns
69194,White resigns
73433,White resigns
60339,White resigns
36911,White resigns
26047,White resigns
10129,White resigns
28838,White resigns
19701,White resigns
2605,White resigns
54532,White resigns
70859,White resigns
71712,White resigns
49736,White resigns
40636,White resigns
32889,White resigns
41482,White resigns
32691,White resigns
54341,White resigns
77025,White resigns
17930,White resigns
44678,White resigns
8834,White resigns
54433,White resigns
20863,White resigns
43289,White resigns
27142,White resigns
55917,White resigns
76303,White resigns
12511,White resigns
24344,White resigns
51842,White resigns
20752,White resigns
77024,White resigns
37389,White resigns
4948,White resigns
26319,White resigns
16164,White resigns
62851,White resigns
60692,White resigns
45180,White resigns
20532,White resigns
26575,White resigns
43742,White resigns
55882,White resigns
1230,White resigns
62777,White resigns
54239,White resigns
30248,White resigns
4488,White resigns
53054,White resigns
4358,White resigns
65538,White resigns
33138,White resigns
50750,White resigns
65563,White resigns
69482,White resigns
74303,White resigns
21787,White resigns
58244,White resigns
24242,White resigns
35911,White resigns
11984,White resigns
38599,White resigns
23110,White resigns
77635,White resigns
44925,White resigns
46674,White resigns
69145,White resigns
11542,White resigns
75469,White resigns
77276,White resigns
45879,White resigns
46732,White resigns
8166,White resigns
78071,White resigns
50422,White resigns
18803,White resigns
29953,White resigns
15692,White resigns
31181,White resigns
13387,White resigns
3641,White resigns
80814,White resigns
56394,White resigns
33025,White resigns
70498,White resigns
5525,White resigns
68333,White resigns
74759,White resigns
16116,White resigns
76501,White resigns
56627,White resigns
21330,White resigns
39361,White resigns
58011,White resigns
32863,White resigns
79590,White resigns
35214,White resigns
23319,White resigns
31196,White resigns
58461,White resigns
36295,White resigns
53040,White resigns
8660,White resigns
18892,White resigns
8914,White resigns
31050,White resigns
36422,White resigns
43859,White resigns
28757,White resigns
13575,White resigns
42388,White resigns
31252,White resigns
49591,White resigns
45237,White resigns
26729,White resigns
23558,White resigns
12938,White resigns
67935,White resigns
53727,White resigns
51059,White resigns
76155,White resigns
33525,White resigns
56044,White resigns
3676,White resigns
73119,White resigns
71408,White resigns
22406,White resigns
19965,White resigns
37996,White resigns
49661,White resigns
4472,White resigns
33755,White resigns
58749,White resigns
5719,White resigns
2477,White resigns
80926,White resigns
32505,White resigns
67439,White resigns
55581,White resigns
25772,White resigns
33657,White resigns
13076,White resigns
53185,White resigns
2280,White resigns
37351,White resigns
77372,White resigns
44200,White resigns
3936,White resigns
38067,White resigns
21927,White resigns
27162,White resigns
22944,White resigns
20627,White resigns
27235,White resigns
56130,White resigns
0,White resigns
36568,White resigns
48023,White resigns
19675,White resigns
40723,White resigns
19526,White resigns
17582,White resigns
77245,White resigns
1771,White resigns
42406,White resigns
23023,White resigns
51702,White resigns
4484,White resigns
63221,White resigns
68609,White resigns
21583,White resigns
72111,White resigns
45306,White resigns
33812,White resigns
24421,White resigns
10736,White resigns
33413,White resigns
69499,White resigns
3049,White resigns
78052,White resigns
18754,White resigns
7263,White resigns
42646,White resigns
42203,White resigns
75046,White resigns
45421,White resigns
3422,White resigns
8231,White resigns
44835,White resigns
69772,White resigns
55658,White resigns
38422,White resigns
41904,White resigns
7654,White resigns
12084,White resigns
45952,White resigns
3240,White resigns
40330,White resigns
6819,White resigns
36573,White resigns
25027,White resigns
9235,White resigns
76107,White resigns
76769,White resigns
47900,White resigns
22863,White resigns
51835,White resigns
73514,White resigns
54331,White resigns
62794,White resigns
65478,White resigns
1967,White resigns
46606,White resigns
36697,White resigns
53660,White resigns
5710,White resigns
65850,White resigns
75134,White resigns
41142,White resigns
54384,White resigns
25552,White resigns
69181,White resigns
51732,White resigns
80645,White resigns
4633,White resigns
76045,White resigns
63812,White resigns
6769,White resigns
61461,White resigns
42140,White resigns
22272,White resigns
57565,White resigns
21238,White resigns
75324,White resigns
30372,White resigns
77147,White resigns
8885,White resigns
44347,White resigns
39082,White resigns
39425,White resigns
11804,White resigns
46278,White resigns
65238,White resigns
46289,White resigns
800,White resigns
45302,White resigns
76766,White resigns
60331,White resigns
45541,White resigns
32188,White resigns
41427,White resigns
63061,White resigns
25007,White resigns
70700,White resigns
8054,White resigns
38477,White resigns
20880,White resigns
77242,White resigns
10777,White resigns
64513,White resigns
24243,White resigns
65265,White resigns
54407,White resigns
46586,White resigns
6182,White resigns
410,White resigns
13905,White resigns
16787,White resigns
26130,White resigns
74301,White resigns
19850,White resigns
5644,White resigns
62474,White resigns
79353,White resigns
37052,White resigns
32540,White resigns
28809,White resigns
12252,White resigns
22395,White resigns
11350,White resigns
67115,White resigns
14434,White resigns
44561,White resigns
35337,White resigns
65413,White resigns
62513,White resigns
31608,White resigns
63339,White resigns
12412,White resigns
47516,White resigns
66416,White resigns
26687,White resigns
31683,White resigns
18486,White resigns
29720,White resigns
49320,White resigns
38703,White resigns
1229,White resigns
47927,White resigns
33284,White resigns
36495,White resigns
27888,White resigns
68838,White resigns
55549,White resigns
32165,White resigns
79324,White resigns
39756,White resigns
74549,White resigns
49195,White resigns
56423,White resigns
28956,White resigns
20987,White resigns
1917,White resigns
276,White resigns
58998,White resigns
57392,White resigns
37333,White resigns
35993,White resigns
60284,White resigns
9043,White resigns
3955,White resigns
2368,White resigns
37905,White resigns
30075,White resigns
52701,White resigns
69642,White resigns
32880,White resigns
13287,White resigns
36918,White resigns
2031,White resigns
4035,White resigns
5649,White resigns
10302,White resigns
41035,White resigns
62168,White resigns
22926,White resigns
18345,White resigns
31977,White resigns
47540,White resigns
6846,White resigns
34757,White resigns
21866,White resigns
64716,White resigns
9060,White resigns
15514,White resigns
5901,White resigns
18197,White resigns
53205,White resigns
33746,White resigns
22224,White resigns
59575,White resigns
74229,White resigns
52019,White resigns
78563,White resigns
52887,White resigns
80404,White resigns
36341,White resigns
56768,White resigns
9902,White resigns
47256,White resigns
51344,White resigns
47201,White resigns
54271,White resigns
38759,White resigns
52833,White resigns
73318,White resigns
58370,White resigns
1296,White resigns
30231,White resigns
64049,White resigns
51737,White resigns
63701,White resigns
33480,White resigns
51935,White resigns
67148,White resigns
58725,White resigns
17165,White resigns
73531,White resigns
21603,White resigns
37647,White resigns
61480,White resigns
66351,White resigns
72896,White resigns
44796,White resigns
52822,White resigns
14514,White resigns
44320,White resigns
75583,White resigns
9116,White resigns
50570,White resigns
13809,White resigns
13960,White resigns
34219,White resigns
25391,White resigns
45135,White resigns
46822,White resigns
7272,White resigns
6238,White resigns
10481,White resigns
3267,White resigns
13824,White resigns
62349,White resigns
46393,White resigns
2314,White resigns
13977,White resigns
50046,White resigns
15292,White resigns
35574,White resigns
5642,White resigns
16936,White resigns
22522,White resigns
49353,White resigns
68413,White resigns
74043,White resigns
67290,White resigns
42470,White resigns
56097,White resigns
27546,White resigns
65132,White resigns
77050,White resigns
4054,White resigns
43125,White resigns
72559,White resigns
53691,White resigns
20346,White resigns
80015,White resigns
23682,White resigns
65626,White resigns
46733,White resigns
32570,White resigns
43396,White resigns
68322,White resigns
8472,White resigns
63162,White resigns
57018,White resigns
18969,White resigns
36841,White resigns
7991,White resigns
52872,White resigns
31420,White resigns
58439,White resigns
63045,White resigns
65014,White resigns
59058,White resigns
69970,White resigns
74594,White resigns
79889,White resigns
5858,White resigns
44850,White resigns
14473,White resigns
79088,White resigns
28138,White resigns
11687,White resigns
63593,White resigns
32524,White resigns
2221,White resigns
74005,White resigns
37228,White resigns
45055,White resigns
48744,White resigns
55160,White resigns
240,White resigns
58816,White resigns
53243,White resigns
59174,White resigns
63523,White resigns
13540,White resigns
29630,White resigns
55923,White resigns
13572,White resigns
48108,White resigns
25705,White resigns
28697,White resigns
42862,White resigns
57445,White resigns
4011,White resigns
7069,White resigns
46608,White resigns
18415,White resigns
10625,White resigns
13914,White resigns
74450,White resigns
51329,White resigns
5867,White resigns
52185,White resigns
17700,White resigns
66430,White resigns
47945,White resigns
51019,White resigns
77556,White resigns
28605,White resigns
37328,White resigns
66743,White resigns
59539,White resigns
3050,White resigns
55612,White resigns
38130,White resigns
5014,White resigns
25877,White resigns
41127,White resigns
971,White resigns
59129,White resigns
41070,White resigns
46266,White resigns
32378,White resigns
49450,White resigns
40266,White resigns
47076,White resigns
24684,White resigns
75861,White resigns
2528,White resigns
19923,White resigns
40895,White resigns
28511,White resigns
31901,White resigns
37497,White resigns
66184,White resigns
60294,White resigns
30901,White resigns
65562,White resigns
49775,White resigns
74981,White resigns
54841,White resigns
49068,White resigns
39258,White resigns
52200,White resigns
70077,White resigns
17684,White resigns
45191,White resigns
4723,White resigns
7872,White resigns
8920,White resigns
38367,White resigns
44101,White resigns
44373,White resigns
52861,White resigns
63610,White resigns
10371,White resigns
41215,White resigns
67397,White resigns
24093,White resigns
57364,White resigns
23912,White resigns
14266,White resigns
69865,White resigns
53868,White resigns
64126,White resigns
41122,White resigns
52662,White resigns
56923,White resigns
47985,White resigns
6386,White resigns
37386,White resigns
12477,White resigns
42953,White resigns
65149,White resigns
26822,White resigns
57734,White resigns
65314,White resigns
17005,White resigns
32266,White resigns
72197,White resigns
8255,White resigns
65492,White resigns
54722,White resigns
20405,White resigns
32695,White resigns
34255,White resigns
14621,White resigns
74392,White resigns
4313,White resigns
750,White resigns
20846,White resigns
49763,White resigns
8066,White resigns
45118,White resigns
7968,White resigns
21478,White resigns
46086,White resigns
11011,White resigns
29049,White resigns
41038,White resigns
54758,White resigns
17278,White resigns
44659,White resigns
50011,White resigns
55898,White resigns
73383,White resigns
60160,White resigns
75082,White resigns
39984,White resigns
35130,White resigns
61159,White resigns
64997,White resigns
77277,White resigns
60661,White resigns
3342,White resigns
8658,White resigns
42106,White resigns
66300,White resigns
52616,White resigns
21138,White resigns
64546,White resigns
65304,White resigns
28044,White resigns
17225,White resigns
32491,White resigns
11051,White resigns
49388,White resigns
20921,White resigns
11008,White resigns
78965,White resigns
45319,White resigns
68526,White resigns
74821,White resigns
78194,White resigns
74030,White resigns
78102,White resigns
20610,White resigns
68484,White resigns
73829,White resigns
11756,White resigns
61189,White resigns
9739,White resigns
37083,White resigns
20148,White resigns
60076,White resigns
28824,White resigns
48507,White resigns
18624,White resigns
72150,White resigns
7906,White resigns
77836,White resigns
67942,White resigns
19384,White resigns
14274,White resigns
80584,White resigns
80433,White resigns
43481,White resigns
41692,White resigns
22933,White resigns
80455,White resigns
1159,White resigns
57221,White resigns
17851,White resigns
23591,White resigns
728,White resigns
11030,White resigns
26074,White resigns
11883,White resigns
62291,White resigns
23038,White resigns
31090,White resigns
67529,White resigns
53340,White resigns
19289,White resigns
26821,White resigns
52403,White resigns
40388,White resigns
31286,White resigns
39958,White resigns
78278,White resigns
60884,White resigns
44605,White resigns
59107,White resigns
1058,White resigns
39797,White resigns
63125,White resigns
14987,White resigns
73700,White resigns
33566,White resigns
65047,White resigns
72470,White resigns
26271,White resigns
39606,White resigns
57693,White resigns
41579,White resigns
46598,White resigns
36909,White resigns
34943,White resigns
15883,White resigns
40041,White resigns
66567,White resigns
52398,White resigns
71911,White resigns
1090,White resigns
21951,White resigns
49121,White resigns
27572,White resigns
13016,White resigns
35885,White resigns
43657,White resigns
78794,White resigns
53801,White resigns
33679,White resigns
19115,White resigns
74544,White resigns
23696,White resigns
64358,White resigns
22951,White resigns
21799,White resigns
32727,White resigns
29801,White resigns
16028,White resigns
76658,White resigns
33001,White resigns
34075,White resigns
29722,White resigns
55152,White resigns
64649,White resigns
69428,White resigns
40177,White resigns
3324,White resigns
67923,White resigns
42006,White resigns
47025,White resigns
34551,White resigns
49249,White resigns
57153,White resigns
12287,White resigns
46163,White resigns
25398,White resigns
44497,White resigns
40463,White resigns
8964,White resigns
68460,White resigns
39562,White resigns
50338,White resigns
70867,White resigns
45949,White resigns
37916,White resigns
35487,White resigns
77520,White resigns
43529,White resigns
7961,White resigns
14963,White resigns
67135,White resigns
47918,White resigns
76702,White resigns
61058,White resigns
19105,White resigns
10765,White resigns
65811,White resigns
16037,White resigns
69556,White resigns
57332,White resigns
60103,White resigns
10654,White resigns
59464,White resigns
5299,White resigns
68840,White resigns
2703,White resigns
13528,White resigns
45640,White resigns
49417,White resigns
56798,White resigns
55759,White resigns
53281,White resigns
455,White resigns
47802,White resigns
30592,White resigns
46330,White resigns
74607,White resigns
27447,White resigns
42019,White resigns
70381,White resigns
29435,White resigns
16132,White resigns
36808,White resigns
27519,White resigns
70109,White resigns
21199,White resigns
23929,White resigns
41637,White resigns
8610,White resigns
38142,White resigns
74961,White resigns
39242,White resigns
9858,White resigns
47219,White resigns
65659,White resigns
72930,White resigns
31944,White resigns
45568,White resigns
2638,White resigns
67432,White resigns
55119,White resigns
38596,White resigns
16599,White resigns
61300,White resigns
40811,White resigns
27866,White resigns
9307,White resigns
408,White resigns
36450,White resigns
30581,White resigns
40520,White resigns
56719,White resigns
36458,White resigns
5974,White resigns
55822,White resigns
72240,White resigns
73522,White resigns
26760,White resigns
36730,White resigns
42246,White resigns
67627,White resigns
4865,White resigns
44426,White resigns
32816,White resigns
72319,White resigns
41269,White resigns
42344,White resigns
3802,White resigns
69761,White resigns
13900,White resigns
3052,White resigns
61219,White resigns
16378,White resigns
20696,White resigns
27077,White resigns
78940,White resigns
26141,White resigns
75768,White resigns
9484,White resigns
80104,White resigns
29836,White resigns
54879,White resigns
12647,White resigns
74631,White resigns
39421,White resigns
23721,White resigns
74804,White resigns
77087,White resigns
53236,White resigns
40813,White resigns
79707,White resigns
6999,White resigns
49131,White resigns
8494,White resigns
66175,White resigns
38398,White resigns
40566,White resigns
72414,White resigns
10377,White resigns
28587,White resigns
21620,White resigns
48725,White resigns
27671,White resigns
66308,White resigns
36473,White resigns
12025,White resigns
34286,White resigns
17847,White resigns
19729,White resigns
44553,White resigns
34908,White resigns
10918,White resigns
27246,White resigns
2404,White resigns
61648,White resigns
71927,White resigns
70464,White resigns
71730,White resigns
66741,White resigns
59012,White resigns
35590,White resigns
2257,White resigns
1256,White resigns
55484,White resigns
9336,White resigns
60891,White resigns
19310,White resigns
45265,White resigns
67302,White resigns
75644,White resigns
41259,White resigns
15110,White resigns
27481,White resigns
36903,White resigns
58871,White resigns
34803,White resigns
77337,White resigns
4306,White resigns
61551,White resigns
47183,White resigns
79677,White resigns
24758,White resigns
62266,White resigns
72010,White resigns
15093,White resigns
13457,White resigns
24712,White resigns
25640,White resigns
37585,White resigns
73769,White resigns
31999,White resigns
6952,White resigns
48144,White resigns
12323,White resigns
44565,White resigns
49075,White resigns
15062,White resigns
78751,White resigns
45507,White resigns
32675,White resigns
47392,White resigns
3835,White resigns
33843,White resigns
12598,White resigns
77775,White resigns
68279,White resigns
34830,White resigns
31716,White resigns
73325,White resigns
45122,White resigns
74171,White resigns
40065,White resigns
38342,White resigns
60116,White resigns
43588,White resigns
79208,White resigns
22111,White resigns
16349,White resigns
44504,White resigns
13534,White resigns
21227,White resigns
21364,White resigns
21615,White resigns
80944,White resigns
8351,White resigns
54651,White resigns
64073,White resigns
75332,White resigns
6926,White resigns
64825,White resigns
63101,White resigns
50102,White resigns
28764,White resigns
74930,White resigns
6257,White resigns
23970,White resigns
20056,White resigns
11619,White resigns
37249,White resigns
36233,White resigns
62669,White resigns
3632,White resigns
1080,White resigns
68739,White resigns
22612,White resigns
15310,White resigns
37664,White resigns
35942,White resigns
16592,White resigns
34426,White resigns
20984,White resigns
32067,White resigns
4284,White resigns
19687,White resigns
52026,White resigns
40207,White resigns
55485,White resigns
3615,White resigns
61117,White resigns
79809,White resigns
78400,White resigns
25186,White resigns
50872,White resigns
53298,White resigns
7920,White resigns
52082,White resigns
73137,White resigns
23668,White resigns
45742,White resigns
34945,White resigns
2430,White resigns
16302,White resigns
22807,White resigns
24859,White resigns
42245,White resigns
46128,White resigns
8342,White resigns
16420,White resigns
54587,White resigns
11412,White resigns
75686,White resigns
30300,White resigns
9937,White resigns
36377,White resigns
52265,White resigns
78209,White resigns
44898,White resigns
3949,White resigns
78065,White resigns
30496,White resigns
63513,White resigns
63933,White resigns
34265,White resigns
39494,White resigns
72863,White resigns
55097,White resigns
57062,White resigns
29027,White resigns
48172,White resigns
67991,White resigns
20549,White resigns
25989,White resigns
80303,White resigns
36762,White resigns
26942,White resigns
51547,White resigns
34050,White resigns
55709,White resigns
1563,White resigns
78277,White resigns
8450,White resigns
60359,White resigns
78091,White resigns
40776,White resigns
73442,White resigns
30421,White resigns
70750,White resigns
29981,White resigns
33272,White resigns
22255,White resigns
44569,White resigns
68225,White resigns
79470,White resigns
27712,White resigns
23030,White resigns
13856,White resigns
71050,White resigns
57329,White resigns
21088,White resigns
5872,White resigns
56185,White resigns
47921,White resigns
55336,White resigns
57548,White resigns
79955,White resigns
24454,White resigns
72794,White resigns
37349,White resigns
36609,White resigns
63378,White resigns
45764,White resigns
39264,White resigns
71162,White resigns
64551,White resigns
75403,White resigns
55679,White resigns
52689,White resigns
11472,White resigns
52808,White resigns
49053,White resigns
49266,White resigns
44199,White resigns
1133,White resigns
73825,White resigns
29165,White resigns
37168,White resigns
33095,White resigns
47286,White resigns
57030,White resigns
45955,White resigns
23971,White resigns
15313,White resigns
13523,White resigns
8315,White resigns
60186,White resigns
52085,White resigns
40125,White resigns
61594,White resigns
15581,White resigns
1617,White resigns
75702,White resigns
58451,White resigns
43827,White resigns
42659,White resigns
61237,White resigns
47037,White resigns
73282,White resigns
66917,White resigns
42729,White resigns
40102,White resigns
21858,White resigns
66213,White resigns
2382,White resigns
155,White resigns
54307,White resigns
6598,White resigns
80486,White resigns
639,White resigns
31419,White resigns
27036,White resigns
9608,White resigns
71211,White resigns
13068,White resigns
44206,White resigns
1120,White resigns
17054,White resigns
73765,White resigns
17812,White resigns
34434,White resigns
53174,White resigns
52396,White resigns
44853,White resigns
23579,White resigns
13288,White resigns
9963,White resigns
42440,White resigns
6844,White resigns
6319,White resigns
62826,White resigns
43304,White resigns
51656,White resigns
56527,White resigns
42777,White resigns
42287,White resigns
53991,White resigns
59286,White resigns
75479,White resigns
37065,White resigns
18748,White resigns
42195,White resigns
38125,White resigns
27552,White resigns
47345,White resigns
35451,White resigns
34146,White resigns
9953,White resigns
69468,White resigns
63787,White resigns
10977,White resigns
80696,White resigns
80378,White resigns
41893,White resigns
50753,White resigns
31335,White resigns
7138,White resigns
33980,White resigns
57416,White resigns
16387,White resigns
67241,White resigns
78827,White resigns
75697,White resigns
47047,White resigns
35903,White resigns
23250,White resigns
28625,White resigns
75683,White resigns
29988,White resigns
4432,White resigns
58107,White resigns
19218,White resigns
2896,White resigns
10347,White resigns
18513,White resigns
2523,White resigns
69928,White resigns
20126,White resigns
75514,White resigns
4162,White resigns
58656,White resigns
52468,White resigns
13211,White resigns
17803,White resigns
28331,White resigns
58335,White resigns
46457,White resigns
68398,White resigns
69888,White resigns
79416,White resigns
76027,White resigns
66019,White resigns
28264,White resigns
13366,White resigns
29604,White resigns
75805,White resigns
35592,White resigns
36867,White resigns
17699,White resigns
61481,White resigns
7998,White resigns
26324,White resigns
21328,White resigns
56721,White resigns
38128,White resigns
34178,White resigns
60080,White resigns
43482,White resigns
35893,White resigns
47238,White resigns
70714,White resigns
43546,White resigns
61388,White resigns
67778,White resigns
45578,White resigns
26782,White resigns
36734,White resigns
37571,White resigns
78757,White resigns
31526,White resigns
57607,White resigns
39919,White resigns
36749,White resigns
12622,White resigns
23977,White resigns
37912,White resigns
76417,White resigns
18389,White resigns
70896,White resigns
77895,White resigns
59455,White resigns
32239,White resigns
14409,White resigns
26204,White resigns
78159,White resigns
58261,White resigns
76411,White resigns
60894,White resigns
31681,White resigns
55175,White resigns
24849,White resigns
39542,White resigns
74589,White resigns
17141,White resigns
7028,White resigns
54368,White resigns
61866,White resigns
70287,White resigns
19204,White resigns
28159,White resigns
9545,White resigns
74178,White resigns
631,White resigns
25608,White resigns
13676,White resigns
80702,White resigns
64702,White resigns
79892,White resigns
7244,White resigns
17024,White resigns
16070,White resigns
77525,White resigns
47851,White resigns
79169,White resigns
50380,White resigns
38375,White resigns
41545,White resigns
75242,White resigns
51960,White resigns
11133,White resigns
22708,White resigns
13035,White resigns
43648,White resigns
70984,White resigns
3666,White resigns
9182,White resigns
42071,White resigns
64467,White resigns
61139,White resigns
59706,White resigns
2597,White resigns
36322,White resigns
41660,White resigns
80625,White resigns
29112,White resigns
19148,White resigns
74799,White resigns
16052,White resigns
39778,White resigns
74763,White resigns
48666,White resigns
65962,White resigns
61609,White resigns
23883,White resigns
2559,White resigns
77004,White resigns
57200,White resigns
81015,White resigns
75369,White resigns
62077,White resigns
10078,White resigns
56867,White resigns
4025,White resigns
67258,White resigns
80158,White resigns
14120,White resigns
23420,White resigns
29603,White resigns
20113,White resigns
75064,White resigns
34520,White resigns
66497,White resigns
80255,White resigns
17842,White resigns
34375,White resigns
34240,White resigns
14765,White resigns
74887,White resigns
36203,White resigns
65467,White resigns
43130,White resigns
40953,White resigns
8427,White resigns
28549,White resigns
40692,White resigns
66356,White resigns
54181,White resigns
47732,White resigns
34909,White resigns
25005,White resigns
17517,White resigns
22970,White resigns
54632,White resigns
17234,White resigns
17636,White resigns
71146,White resigns
3294,White resigns
67286,White resigns
47978,White resigns
3187,White resigns
4499,White resigns
27387,White resigns
21701,White resigns
49779,White resigns
9869,White resigns
8613,White resigns
29148,White resigns
70363,White resigns
16609,White resigns
42778,White resigns
60979,White resigns
35174,White resigns
1161,White resigns
29945,White resigns
67522,White resigns
15535,White resigns
58478,White resigns
64352,White resigns
63397,White resigns
58740,White resigns
75207,White resigns
35517,White resigns
77714,White resigns
8335,White resigns
23207,White resigns
68679,White resigns
1713,White resigns
31348,White resigns
55763,White resigns
21451,White resigns
23145,White resigns
55996,White resigns
